iteration,continuity,epsilon,k,vf-phase-2,x-velocity,y-velocity,z-velocity
1.0,1.0,2538678.34372318,79.01768806866717,0.1415788697732967,0.001044229012849078,0.001449826172645518,0.001119444279384296
2.0,1.0,0.2789699181344822,0.1575066247715569,0.6006663545352506,0.0006935168875326625,0.0009168675770104989,0.000723662648478917
3.0,0.8727353726526333,1.03102533465492,0.1445322710778743,0.3003175375059008,0.0004545913029109669,0.0006208647530281862,0.0004647974352732315
4.0,0.6474237295347446,0.5323783266746392,0.1288781489225828,0.2002065316806282,0.0003581759436560936,0.0004921764866371253,0.000370199188621876
5.0,0.7679392432690562,0.3866286904679007,0.1173303995569035,0.1501537808709278,0.0003494940727714993,0.0004607141289730835,0.0003612243382105754
6.0,0.5639297590053497,0.3088644464658183,0.09394927779313454,0.1201239520511966,0.0003002958205235083,0.0003919105719120086,0.0003133000206445768
7.0,0.6897092556396144,0.7233496306142806,0.07836701217492877,0.1001044985436544,0.0002937596329094287,0.000344034289689892,0.0003097585422050492
8.0,0.4958501706205697,0.8438629474669185,0.07237122519972373,0.08580525555417264,0.0002566601098517529,0.0002854158377907387,0.0002757565085626167
9.0,0.4239570100041131,0.4094380526482495,0.06233227159694098,0.0750813717267077,0.0002397687023453795,0.0002530254207216357,0.0002611836872347373
10.0,0.4608475085049759,0.3723434892656898,0.05651748420532789,0.06674084269141808,0.0002379854222725044,0.0002359672514935318,0.0002608209537598946
11.0,0.3634017555252395,0.2922523503408165,0.04743440289644044,0.06007138985731978,0.00022134351050828,0.0002095049418306521,0.0002449449529582143
12.0,0.3650061524183686,0.2464356606121658,0.03868475298465911,0.05461344106262039,0.000214627682718002,0.000195780225328727,0.0002409381625415719
13.0,0.3167891743224602,0.2151308397281229,0.03267886387478086,0.05006305059284641,0.0002041127882187355,0.0001811118613310603,0.000232190012460847
14.0,0.3268737821217165,0.2028674302441747,0.02810710395140244,0.04621278633981028,0.0002012214812511633,0.0001742198104802483,0.0002286986664568936
15.0,0.3026714028554434,0.1714791482279999,0.02493254079065765,0.04291312172939614,0.0001937765496106466,0.0001640005797594496,0.0002232158474198218
16.0,0.3320683312932622,0.1140253896284534,0.02169601389063332,0.04005369802450776,0.000194217478492287,0.0001631224986334174,0.0002269430636917656
17.0,0.3078505762939536,0.08758179675539095,0.01914527343026486,0.03755200756253067,0.0001862725750332866,0.0001541443303038939,0.0002215165235050205
18.0,0.3179664214249715,0.07491559483309794,0.01735420292005389,0.03534492096440189,0.0001859825054943761,0.0001536386735090791,0.0002220228886054269
19.0,0.3387197900906763,0.06671707772256076,0.01595621302657994,0.03338300429857333,0.0001859322842762544,0.0001530294361800657,0.0002256151001420588
20.0,0.3236845208573939,0.07408144854149032,0.01478312957705707,0.03162732271701212,0.0001816619149309319,0.0001481384527730818,0.0002237721600145972
21.0,0.356835306027284,0.06475219965311362,0.01378404189748269,0.03004712025793051,0.0001858894337881295,0.0001529900690072963,0.0002289692634359882
22.0,0.3430551632658757,0.06745405921817234,0.01309652353749012,0.02861764003103457,0.0001822545187766261,0.000148413377310471,0.0002276134197734229
23.0,0.409282657643947,0.05084874784653547,0.0122947508313837,0.02731821699171761,0.0001898308609885415,0.000157855240943868,0.0002381732800818189
24.0,0.3717343898563053,0.04424520589819943,0.01161059725385378,0.02613197872955607,0.0001864791656760943,0.0001542448200858604,0.0002386970962950776
25.0,0.4071231741563875,0.04246488130988194,0.01108043780997338,0.02504451944425061,0.0001918069069761922,0.0001617448675129678,0.0002477504190614289
26.0,0.3907100325533415,0.03795911566372108,0.01060387047227371,0.02404396229989517,0.0001898818172482759,0.0001583763245266671,0.0002489808043427896
27.0,0.4540417036935004,0.03376458721382988,0.01014403487281696,0.02312037174246602,0.0001974800134851823,0.000170230903321135,0.0002619395988085138
28.0,0.4187248358171546,0.03106921041666393,0.009733829657903611,0.02226521187318423,0.0001952484980115381,0.000166177680591283,0.0002625999898796577
29.0,0.4596578968029122,0.129099919497817,0.009420464276134088,0.02147110227340773,0.0001992927027462843,0.0001737755503737866,0.000269244602173108
30.0,0.4409448692087027,35.40251856167772,0.02231051110331049,0.02073180275851642,0.0001977271456148284,0.0001721309420105976,0.0002697129715595717
31.0,0.5327125794205659,0.5051776956904726,0.1420806097683017,0.02004186867963782,0.0002046417085275091,0.000185986596864919,0.0002832038215499306
32.0,0.473770107297637,0.6072495609009353,0.03264959983257464,0.01939648008935729,0.0002004481818163766,0.0001818738916443546,0.0002832875559402238
33.0,0.4901856270653726,0.3168296807838701,0.01510301404988945,0.01879142210013279,0.0002004283609982839,0.0001856998666909702,0.0002852034457072583
34.0,0.497679244160952,0.1171837089783864,0.01036137445474382,0.01822299748020108,0.0001985768774268346,0.0001876713154880236,0.0002845285709167447
35.0,0.5037962420973731,0.06761422651461131,0.009253013326477513,0.017687984061653,0.0001958297723205337,0.0001892525791192643,0.000282138939750124
36.0,0.5127191906554205,0.04461156867902441,0.008484028447135616,0.01718355567798968,0.0001933210453798613,0.0001910327347077498,0.0002795703261959052
37.0,0.5141569930248702,0.03264469090362659,0.008040274209693804,0.01670709876947553,0.0001899212576546129,0.0001918759140871344,0.0002761877932767455
38.0,0.517178635149202,0.02760837911468676,0.007775204301031438,0.01625640507632066,0.000186610526785916,0.000192409594816559,0.000271702055935784
39.0,0.5144511060562844,0.02433169642266125,0.007546208154292583,0.0158294095042466,0.0001829692342437931,0.000192567096825824,0.000267178279595158
40.0,0.5164414258582882,0.02273203863819716,0.007390577903263419,0.0154242749431135,0.0001793399176249886,0.0001927264287044769,0.0002627216937975222
41.0,0.5112348320395481,0.02125160689178458,0.007252352767019478,0.01503938166307483,0.0001750980055142548,0.0001922212099727961,0.0002588132087043059
42.0,0.5106064287521601,0.01982456428073669,0.007130405963794812,0.01467329578465208,0.0001707228440326646,0.0001911100129146564,0.0002542158999426056
43.0,0.5109179709168499,0.0189595666741854,0.007043438495316331,0.01432460731044936,0.0001669975968739991,0.0001899270577455094,0.0002504096920962166
44.0,0.510792757302333,0.01822415573866107,0.006988388052378737,0.01399213986079314,0.0001630831639490907,0.0001887110364894199,0.0002456765051336541
45.0,0.5061101331498055,0.01819702032234828,0.006963399590752118,0.0136747457082916,0.0001591483366301087,0.0001873714052187494,0.0002404817202054443
46.0,0.5069746106208742,0.01759680938080214,0.006944490921066417,0.01337143252412139,0.0001553139024061046,0.0001860819960049672,0.0002356312762614464
47.0,0.5107550678216077,0.01777120316264622,0.006942651209758429,0.01308128966928019,0.0001520352045552047,0.0001851528821396784,0.0002308305401205833
48.0,0.5091951004356526,0.01772060950151188,0.006952416885075717,0.01280347229754973,0.0001490584746252578,0.0001842260732775232,0.0002261342880551721
49.0,0.5095577707373071,0.01802266500259182,0.006965045224810085,0.01253723767578967,0.0001462942588346613,0.0001832921935638436,0.0002219183734450804
50.0,0.5108314225465502,0.01844828464905523,0.006991586404564949,0.01228185128614805,0.0001441143296184184,0.0001822478755881602,0.0002178301200196232
51.0,0.5147905420619735,0.01859283894080239,0.007007945588475162,0.01203666951523759,0.0001423315960099063,0.0001815279821682248,0.0002140783824641712
52.0,0.5172963396732814,0.01906965589785579,0.007025850917808369,0.01180110366250228,0.0001409411508658624,0.0001807895132233014,0.0002105374739623751
53.0,0.5197052330903689,0.0189473302016627,0.007030277954466552,0.01157457353519437,0.000139983054075997,0.0001803134255193568,0.0002075471849324893
54.0,0.5245957307245049,0.01846780301214317,0.007034819495618817,0.01135658743374773,0.0001391533583893123,0.000179932830911324,0.0002046379359468454
55.0,0.5266988431007584,0.01803900743176432,0.007038376905344198,0.01114665416514194,0.0001379956927058052,0.0001787403548954824,0.0002021921330333098
56.0,0.5580498827923637,0.0177319898158593,0.007037194626888318,0.01094433587890914,0.0001392600969604173,0.0001799104964836386,0.0001979806565625599
57.0,0.546707848210371,0.01704675127204082,0.007032494683170922,0.01074923686072273,0.0001379617982815432,0.0001784797028063165,0.0001962851009959766
58.0,0.5710914231997185,0.01698743010235004,0.007033272700267918,0.01056097201204202,0.0001389867630277197,0.0001793150970599494,0.0001930871377134337
59.0,0.5641686125897301,0.01663984050025128,0.007035111646416561,0.0103791969790068,0.0001381850102367981,0.0001780413875290606,0.0001920401554318671
60.0,0.5911279874983161,0.01611548173094031,0.007034629050256586,0.01020356509085357,0.000139515340964825,0.0001789982979668692,0.0001892738125809205
61.0,0.5865335218765331,0.01587431592654897,0.007041914658959528,0.01003377406990909,0.0001387661692108146,0.000177892676819863,0.0001884968887317161
62.0,0.6124207640350631,0.01526528267712927,0.007042590896939121,0.00986953331497507,0.000140169277897515,0.0001789080845998156,0.0001860409822635359
63.0,0.6057782810179049,0.01490329869981206,0.007050461769218415,0.009710593640151333,0.0001395889682493937,0.0001775133698795878,0.0001854232567982316
64.0,0.6325352627823375,0.01468537741326734,0.007063889634320746,0.00955668337999253,0.0001411320144680562,0.0001781629324733941,0.000183126383178167
65.0,0.626807509961201,0.01442214316669621,0.007084819253681825,0.009407592772213574,0.000140906889075465,0.0001767932942993925,0.0001826829564840982
66.0,0.6542358918260882,0.01422361429948753,0.007105497525055389,0.009263084986224692,0.0001426063003085359,0.0001774887517973142,0.0001807022620875197
