iteration,continuity,epsilon,k,vf-phase-2,x-velocity,y-velocity,z-velocity
1.0,1.0,0.2682848929779422,0.3379610843554584,0.1326810677474254,0.0004768040273315607,0.0005273951119674012,0.0004961924450144132
2.0,1.0,0.1569445194593794,0.1502120520984957,0.6159295993355387,0.0003562571005490716,0.0003759010296747347,0.0003588827707281756
3.0,0.9232666222059412,0.1943201462615869,0.0957298632172106,0.3113431223209898,0.0002611541271171744,0.000255873577113034,0.0002624476993022943
4.0,0.7043277150078764,1.420952989646465,0.07771327716648166,0.2079170100901946,0.000247464519125796,0.0002251981778032271,0.0002388549610911366
5.0,0.8113330603365024,7.878923748524483,0.07351531277292656,0.1547945301678078,0.0002564204849826447,0.0002164834498655781,0.0002434873977422261
6.0,0.6201166266242725,0.8822944569506038,0.06721544037443164,0.1216059823347561,0.0002283027031190443,0.0001851065085904794,0.0002131633159572255
7.0,0.6044591171287349,0.3636103926067184,0.05414720496947412,0.1010112304864431,0.0002173735177241961,0.000168299262777693,0.0001992359805907116
8.0,0.4876934530830597,0.2693297069351156,0.04456212120013248,0.08674062301802242,0.0001985931329861018,0.000143910113993863,0.000182311346598136
9.0,0.4911353214937701,0.2047315094273444,0.03600091653638871,0.0759543470999601,0.0001949129777838647,0.0001336929791960348,0.0001785970242679094
10.0,0.4167097994630823,0.1469134209682921,0.03004257731952859,0.0676392034625923,0.0001826904294459329,0.0001204024291178406,0.0001665045641112788
11.0,0.379673862058078,0.1225173391790832,0.02620920936465246,0.06096077489100288,0.0001762987297153976,0.0001141470979938561,0.0001597397591807694
12.0,0.4639231487312596,0.1037142285226512,0.02344584642555834,0.0555014112695375,0.0001736516588743122,0.0001188093541828444,0.0001599553412342759
13.0,0.3769930246179901,0.08358776275447453,0.02127882133008084,0.05099679571730682,0.000165084314056919,0.0001092143952603479,0.0001511145813676717
14.0,0.3430363350195158,0.07289012238066768,0.01959164038912217,0.04715279198908534,0.0001605424134461757,0.0001048613590013708,0.0001459191441818074
15.0,0.3995561825252569,0.09897412881594876,0.01834048607708469,0.04386096986609789,0.0001624165133799449,0.0001064788709714388,0.0001467774114543706
16.0,0.328507429904813,0.07845399590972173,0.01714031517428893,0.04099618269587604,0.0001555346920465363,9.910341730913934e-05,0.0001394386682381977
17.0,0.3084667350819857,0.06128628532700378,0.01610741362575185,0.03844199200039034,0.0001516702877208225,9.68400849403245e-05,0.0001351765469609912
18.0,0.2986921631985918,0.04363988198419542,0.01522057112872998,0.03616162708434607,0.0001484941516452865,9.497009689046448e-05,0.0001321641774309382
19.0,0.2909957541912732,0.03997010266057782,0.0145486858430279,0.03413176020645803,0.0001457063320807829,9.395509237910662e-05,0.0001296613007039888
20.0,0.2856433899419208,0.03711462836960941,0.01398314943165035,0.03231590845042832,0.0001438641436799148,9.282707637403361e-05,0.0001274916396585879
21.0,0.280710573558562,0.03415575509808012,0.0134813733874138,0.03067903863104207,0.0001415471347402816,9.20797029518303e-05,0.000125318903293348
22.0,0.2761352711088724,0.03178088411797984,0.01303357060984301,0.02920009663554233,0.0001400862010297564,9.147610635257879e-05,0.0001235966403576555
23.0,0.2735487382781185,0.02994451909213056,0.01263533211992498,0.02785981352428419,0.0001384334242263265,9.08380716349242e-05,0.0001217133297310726
24.0,0.2694938063068854,0.02882189616411076,0.01229334718891636,0.02664217590372168,0.0001370706621572224,9.037026332976974e-05,0.0001198743276291246
25.0,0.2638926191895256,0.02825176423955399,0.01198724264244736,0.02552388849838198,0.0001356964713715515,9.016463712014889e-05,0.0001182250166032705
26.0,0.2610749018067773,0.02719280252942494,0.01170420925584855,0.02449273912088638,0.0001339536463392347,8.976431885359708e-05,0.0001164509283215506
27.0,0.2588749474195486,0.03698433901237775,0.01150101704934269,0.02354174187559005,0.0001327250057855815,8.96839886119674e-05,0.0001150373438635304
28.0,0.2550803415651064,0.03186783608516677,0.01124116287291309,0.02267089665683509,0.0001314968952785383,8.965389652623776e-05,0.0001138068105946395
29.0,0.2544967335893398,0.03507277887877897,0.01104664524667206,0.02186171244861503,0.0001298980839026,8.936622604101122e-05,0.0001121802548622122
30.0,0.2562413301077032,0.027006297743109,0.01075350441973058,0.02110389760785067,0.0001284782942920575,8.945931656052437e-05,0.000110932266836928
31.0,0.2527050270469079,0.02467612134514546,0.01052730476956766,0.0203994144531388,0.0001272617353706693,8.910814361673e-05,0.000109769899596573
32.0,0.2514803538653759,0.02228032359520281,0.01031380986550599,0.01974104069264045,0.0001260381070930723,8.92298443052283e-05,0.0001085165063268819
33.0,0.2501063952573067,0.02175497611686983,0.01012843017118621,0.01912286810483155,0.0001246400091209581,8.906197624637849e-05,0.0001073740504277356
34.0,0.246349383655185,0.02087856930859962,0.009961393467096461,0.01854037794962343,0.0001232114952223464,8.875821446266558e-05,0.0001060976559585773
35.0,0.2435078148770029,0.02001048313930099,0.009803421861655483,0.0179950546942734,0.0001219427331203443,8.864154105451072e-05,0.0001047735086656905
36.0,0.2419324665264315,0.01945582545833126,0.009662684624564512,0.01748014976105864,0.000120733528765997,8.850004393022881e-05,0.0001035735592516509
37.0,0.2404605111255009,0.01914036543558958,0.00953470743377096,0.01699124147093381,0.0001196928531068026,8.835439600124513e-05,0.0001024408088240989
38.0,0.2394643963474291,0.02027577484082162,0.00942113075296818,0.01652786956771967,0.0001186566403460239,8.827143355301968e-05,0.0001013952188770015
39.0,0.2365392974496532,0.02074196735188729,0.009321997466209826,0.01608956143701991,0.0001179626217689689,8.831493029886546e-05,0.0001005248654697816
40.0,0.2355811592495146,0.0200527050028564,0.00922321185842638,0.01567352462800781,0.0001168976440274819,8.798820381582623e-05,9.936295071120966e-05
41.0,0.2344216904223441,0.01829500440068776,0.009103233188671338,0.01527798420761189,0.0001158568497156285,8.772035725447189e-05,9.835081069235682e-05
42.0,0.2327929668639492,0.01774612774977606,0.008994280714716803,0.0149025317997231,0.0001149552406162455,8.743610410019114e-05,9.743717032164934e-05
43.0,0.2308488626502197,0.02463286831709884,0.008931018087885398,0.01454509340606392,0.0001141248780524865,8.731690790909764e-05,9.659987635224025e-05
44.0,0.2287630818203127,0.02038906299508344,0.008831293067040067,0.01420502076940977,0.0001130471149142187,8.699636317449093e-05,9.568168862963832e-05
45.0,0.2270728808779993,0.01838005679520524,0.00870686119488413,0.01388046753683606,0.0001119326760536171,8.659853052597593e-05,9.475118682731554e-05
46.0,0.2251224337608594,0.01749773440066498,0.008576856715021957,0.01356945540467344,0.0001110908776912874,8.636795159908719e-05,9.389466314197294e-05
47.0,0.2249054390200567,0.0171634198491123,0.00845353519294328,0.01327211362481647,0.0001102169848441238,8.616165566159514e-05,9.297098286293846e-05
48.0,0.2250387861141759,0.0170393943165817,0.008332512368743087,0.01298732135220705,0.0001093793611515634,8.602503401808711e-05,9.207146803715144e-05
49.0,0.2240397462397838,0.02427807113104766,0.008234008836491297,0.01271442944223197,0.0001085542538366873,8.591514702728003e-05,9.116907722379133e-05
50.0,0.2235838582229824,0.03124985701628336,0.008154310881543383,0.01245217940277541,0.0001080982900180853,8.612366730492474e-05,9.051773015655852e-05
51.0,0.2231409069398567,0.02711149494841412,0.00806439390243382,0.01220106351178568,0.0001068706812310853,8.546025555773129e-05,8.946215538108866e-05
52.0,0.2214920920370124,0.01863776475926367,0.007866225801875617,0.01196066708895969,0.0001058985916186897,8.509510077311885e-05,8.86420936394317e-05
53.0,0.2209037307591855,0.01665278063508723,0.007708704351738449,0.01173011712383998,0.0001051357945562703,8.471681726838337e-05,8.786101794544369e-05
54.0,0.2208210627122603,0.016019468636073,0.00757964264074047,0.01150943490909915,0.0001043783324812352,8.460899801072244e-05,8.713091970264781e-05
55.0,0.2209230129551797,0.01594868103241903,0.007449319368034696,0.01129746631826761,0.0001037736231944939,8.44037074875447e-05,8.644437794683916e-05
56.0,0.2187130436746347,0.01561116875434752,0.007323615768353604,0.01109141593894704,0.0001026989372008387,8.38995965810925e-05,8.562989329483063e-05
57.0,0.2141532762230165,0.01504572310370405,0.007195464963911962,0.01089268001325847,0.0001017088624138639,8.33017544898577e-05,8.482654063645271e-05
58.0,0.2226846600043381,0.01460618518350089,0.00706255386981146,0.01070083165477752,0.0001010488985569592,8.317723551635148e-05,8.400780503345232e-05
59.0,0.2144214514200998,0.01433477580480804,0.006938354448293362,0.01051510400722829,0.0001000790123980092,8.26759365347976e-05,8.326357799301236e-05
60.0,0.2225745791830064,0.01426932275807247,0.006817638481365921,0.01033565220800513,9.955540711704291e-05,8.273755763925096e-05,8.27166335051435e-05
61.0,0.2146297127299014,0.01400025113043858,0.006700752417858333,0.01016210200753903,9.866024059928474e-05,8.225125171654305e-05,8.211469361743139e-05
62.0,0.221286261268754,0.0137650933342019,0.006585026087103725,0.009994928861352713,9.802202397880942e-05,8.204662118608507e-05,8.160913743815298e-05
63.0,0.2141143284712593,0.01367424657721516,0.006480444882264646,0.009833632779817138,9.720627884083649e-05,8.168045643094621e-05,8.112346725476823e-05
64.0,0.2214872934547846,0.01351829404007075,0.006376779179156643,0.009677415051540532,9.681580196901358e-05,8.157114545287203e-05,8.089724819541364e-05
65.0,0.2152968256839697,0.01325406383524004,0.006280886436831411,0.00952695976688874,9.626320157397248e-05,8.130724640205436e-05,8.052561953447696e-05
66.0,0.2239140431876085,0.01321042991230245,0.006193362054275332,0.009381619853984023,9.593921199502847e-05,8.118340423977002e-05,8.03946079118045e-05
67.0,0.2178704308052934,0.01309549312493305,0.006113245883164682,0.009241022707180323,9.53679334448397e-05,8.09475812580678e-05,8.004211814664639e-05
68.0,0.2262348066879495,0.01303659507789676,0.006035626296593396,0.00910519065723905,9.488404911767005e-05,8.095426149128851e-05,7.993927973446727e-05
69.0,0.2214869654266205,0.01304815277695255,0.005970761008325482,0.008972761899230118,9.431537263666426e-05,8.073324571041035e-05,7.957975973386639e-05
70.0,0.2308434646588604,0.01342932958887916,0.005908630864557519,0.008842962008630719,9.387982062160198e-05,8.081039554717971e-05,7.949195566219493e-05
71.0,0.226619593643716,0.01351050474772642,0.005855063092134772,0.008717171244495387,9.336182933346582e-05,8.069092734288055e-05,7.91801102473768e-05
72.0,0.2367547493053988,0.01371233794491507,0.005806733169753668,0.008594764792578181,9.292133113577177e-05,8.070336835986568e-05,7.921947113910641e-05
73.0,0.2313824116863978,0.0133591052504746,0.005763195740196117,0.00847527807031881,9.234800517851028e-05,8.052221019170788e-05,7.888163472806162e-05
74.0,0.2402902067975222,0.01350060651829922,0.005720972553781741,0.008358797269081111,9.181286617262366e-05,8.063629497654936e-05,7.897095350330122e-05
75.0,0.2359216973377724,0.0134392101080121,0.005681863791369348,0.008245724171735263,9.130771762268983e-05,8.05370142977868e-05,7.863779553514676e-05
76.0,0.2460125229398603,0.01347455260722129,0.005642368283125832,0.008135491615247821,9.066696132825485e-05,8.048395593965282e-05,7.865685010492795e-05
77.0,0.2399077503395026,0.01349710689265253,0.005607861863756545,0.00802830864689131,9.000157912325736e-05,8.026231338159964e-05,7.8238783701261e-05
78.0,0.248347761767937,0.01349856799206662,0.00556949388913052,0.007924065188319807,8.929909724982482e-05,8.039371988712332e-05,7.821439450817848e-05
79.0,0.2436807969002977,0.01347196983667492,0.005535449142668014,0.007823046568441834,8.859695852875439e-05,8.013828543712462e-05,7.777396294607397e-05
80.0,0.2538037440720801,0.01353159058021869,0.005497056013702878,0.007724477889192025,8.774474831679387e-05,8.004279077426546e-05,7.757823267740329e-05
81.0,0.24987443215068,0.01492366711225009,0.005467853576552357,0.007628542177950387,8.699634221966858e-05,7.990527245238505e-05,7.712120030157427e-05
82.0,0.2582407864592559,0.02582030412230081,0.005471525958499463,0.007534457722751508,8.622339321312899e-05,8.022796976852815e-05,7.698792672760283e-05
83.0,0.2526679079328306,0.02928650684615512,0.005466648505595601,0.007442466442417198,8.537614149888874e-05,7.984643097416507e-05,7.649040282390328e-05
84.0,0.2636052537224878,0.01820067064185674,0.00538312876593965,0.007352680325185133,8.405460962986416e-05,7.975856959557565e-05,7.608953644525544e-05
85.0,0.2555410506481933,0.01419219297060728,0.00532238778044948,0.007265051481136004,8.325336852175398e-05,7.948068094716235e-05,7.546240816137216e-05
86.0,0.2630136067188151,0.0140514651809446,0.005277516498801127,0.007179272244641649,8.225678310517639e-05,7.948824850157036e-05,7.500871132733872e-05
87.0,0.2547548504546266,0.01368077823257698,0.005243341160062386,0.007095776175902082,8.13205451814465e-05,7.907207271461213e-05,7.417914390267234e-05
88.0,0.2608962272245386,0.01354039740879395,0.005202967184541022,0.00701408061115657,8.01272282509628e-05,7.889095343742028e-05,7.367066692462884e-05
89.0,0.2518562231950265,0.0134630270458352,0.005166416928244217,0.006933910135565969,7.910835014136542e-05,7.849800688130231e-05,7.29155360616497e-05
90.0,0.255967693482291,0.01326143285425719,0.005120536224578066,0.006855321234630118,7.812022786979111e-05,7.846711418581783e-05,7.237512896815142e-05
91.0,0.2480661235384204,0.01324131203977095,0.005083723235412638,0.006778553005265508,7.726766966040451e-05,7.809046802347938e-05,7.160207460951136e-05
92.0,0.2542090567263413,0.01372529313817489,0.005041719945084259,0.006703342922885834,7.64328114953317e-05,7.823310557607523e-05,7.11144841263255e-05
93.0,0.2447305217922139,0.03130851174320205,0.005052824316826482,0.006629764564130228,7.583007455583336e-05,7.82305033032415e-05,7.052345696537178e-05
94.0,0.2496967825982915,0.02478696973223066,0.005024472970231906,0.006557665054219391,7.510130375877666e-05,7.817190838060235e-05,7.020317743205455e-05
95.0,0.2408300833364027,0.01816569132692875,0.004995233049873087,0.006487272871980609,7.42420234156359e-05,7.766833407634809e-05,6.946636860573852e-05
96.0,0.2463185239078557,0.01412585170896692,0.004884697296770471,0.006418560786180568,7.376601950735642e-05,7.761942168110494e-05,6.92105039633403e-05
97.0,0.237672317132977,0.0139243017740522,0.004848254504245661,0.006351396012293805,7.312746738220497e-05,7.733000470882344e-05,6.865758716365231e-05
98.0,0.2442840463469733,0.01387562936061807,0.00479914937498619,0.0062857056104583,7.266591497140769e-05,7.722716935208181e-05,6.85247628062775e-05
99.0,0.2333459215212312,0.01288527589447619,0.004753090920316243,0.006221178924556882,7.194390212706157e-05,7.671810061274008e-05,6.794211861832729e-05
100.0,0.2362408847339771,0.01229198467189722,0.004699142432524937,0.006158270665788355,7.141712763591658e-05,7.65996080871534e-05,6.772283344307507e-05
101.0,0.2278146317806465,0.0119294840161454,0.004649853655631484,0.006096749329462034,7.077872429116115e-05,7.620940268617926e-05,6.718439317242146e-05
102.0,0.2326987755975865,0.01167820297586551,0.004600881353147249,0.006036293658186222,7.023928606757034e-05,7.613538141011974e-05,6.701252712659564e-05
103.0,0.2258186421815769,0.01182514427229021,0.004564688304044179,0.005976802353085329,6.958377132861239e-05,7.583697796072386e-05,6.658190637645935e-05
104.0,0.2297607868147366,0.01348490545513514,0.004531296230661361,0.00591847636398996,6.920988453233176e-05,7.591339854245052e-05,6.648869759085119e-05
105.0,0.2227140470098424,0.01250337925997521,0.004496778216944265,0.005861442482166817,6.856639060062707e-05,7.549445200128505e-05,6.61871314505898e-05
106.0,0.2283814830839344,0.01135492574675624,0.004456136855864531,0.005805448792597087,6.807463778326698e-05,7.530520405164735e-05,6.602318709248411e-05
107.0,0.2207322062647837,0.01096320464848472,0.004423322052699474,0.005750419994832846,6.749906597026813e-05,7.50022127971759e-05,6.577400976963372e-05
108.0,0.2264605504066746,0.01079358982256523,0.004393219848987346,0.005696593903051334,6.719337014790041e-05,7.498630221592482e-05,6.579322691468386e-05
109.0,0.2189396764589063,0.01076813915733767,0.00436793258215973,0.005643856830065703,6.657015561341974e-05,7.459549054069147e-05,6.55361766036946e-05
110.0,0.2236757982076073,0.01052711833075605,0.004341297351441902,0.00559228226426457,6.609941527009463e-05,7.433470429477408e-05,6.549016895615152e-05
111.0,0.2167259363454716,0.01040012835319996,0.00431916448799234,0.005541434661749266,6.554069894005881e-05,7.402330002175393e-05,6.523544458775208e-05
112.0,0.2218730770634993,0.01026835272545429,0.004295917390895984,0.005491436689793651,6.522428330560358e-05,7.376636317127963e-05,6.50763935664687e-05
113.0,0.2164028407521645,0.01018933512221524,0.004276829029558817,0.005442322407274323,6.4733004615584e-05,7.343026799873989e-05,6.480899396236637e-05
114.0,0.2217232696892869,0.01144537735978696,0.004260740306015523,0.005394338155596796,6.456847972772656e-05,7.332698888748043e-05,6.469139225616855e-05
115.0,0.2158553220815316,0.02627294996536274,0.004303521991333646,0.005347194950669361,6.43213601637013e-05,7.334797867409443e-05,6.461382782022966e-05
116.0,0.2232226749513238,0.02084209329253033,0.004281621206488517,0.005300755829540199,6.416991643672146e-05,7.297343237759363e-05,6.446581081846536e-05
117.0,0.2167727742880514,0.01269019356519014,0.004229426021912803,0.005254907371582128,6.372644596651055e-05,7.25607186813803e-05,6.427782125754604e-05
